id,stedsnavn,kommune,vassdrag,regine,vurdering_raw,barrier_category,barrier_color,barrier_label,problem_beskrivelse,diameter_cm,lengde_m,kommentar,kommentar_utfyllende,lon_ned,lat_ned,lon_opp,lat_opp
180,Brelandsveien (bekk renner fra Stemmetjørna til Høyevatnet),,Høyevatnet bekkefelt,022.ABZ,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,8.0,"Veldig gammel kulvert, usikker på om det vil kunne komme nok vann til at fisk og ål skal kunne vandre her. ",0,7.612655085706813,58.200808597761764,7.612870412916682,58.20081215911999
181,Tvedestrand ,,"Kvåstadkilen, bekkefelt",018.63Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,60.0,"Kunstig bekkeløp? Er helt tørt. Noe høyde opp mot kulvert. Usikker på denne, kommer Ann på hvor stor vannføringen kan bli. ",kunstig tørrlagt,8.902130435909793,58.61413121162234,8.903084750400843,58.61416415866478
182,Mandal ,Lindesnes,,022.A12,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,20.0,Ikke hinder. Men veldig tørt. ,0,7.537413106982285,58.06805782268833,7.537656067568802,58.06810720835191
183,Mandal Spillingsveien (Fidjebekken som renner ut i Heptetjønn),Lindesnes,Mandalselva - Laudal til Øyslebø bekkefelt,022.B1Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,10.0,En terskel før innløp til kulverter. Hinder for både anadrom fisk og ål. Mulig ål kunne gjennomvandret med noe tau eller annet de kunne klatret på. Men blir bratt mot kulvert.,0,7.50059057191317,58.17259365939231,7.500105548226876,58.172629982515474
184,Arendal ,Arendal,"Nidelva, Bekkefelt Helle",019.A12Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,18.0,Småfisk i bekk nedstrøms. Usikker på om denne er hinder. Kan se ut som at ved lav vannføring renner vann ikke gjennom selve kulverten. Plus at betongelement er delvis løsnet oppstrøms. ,0,8.66038961979674,58.42805474694941,8.660596070351014,58.42815250962431
185,Mandal ,Lindesnes,,022.A12,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Ikke hinder, veldig tør nedstrøms. ",0,7.535783488828138,58.06785772833461,7.535959173631796,58.067911383488926
186,Songeveien ,Tvedestrand,"Songebekken, inkl. bekkefelt",018.32Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,Ser fisk nedstrøms. Håper derfor at vandring under e 18 går greit. 2 store kulverten. Bra substrat og habitat for fisk nedstrøms. Ikke hinder ,0,9.0036393090078,58.689004335042966,9.003760292951622,58.68938574909598
187,Arendal,Arendal,Mørløsvatnet - Nidelva,019.B20,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,16.0,"Noe høyde opp mot kulvert, men kulvert så dyp at denne bør kunne passeres (ikke ål) ved høyere vannføring. Er flere fisk nedstrøms, disse kommer ikke ned til elv ved lav vannføring. ",0,8.586659272543683,58.44209057565346,8.586736926093472,58.4422319168466
188,Arendal ,Arendal,Lillelv oppstrøms dam,019.A1Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,"Stillestående vann, gjengrodd bekkeløp. Ellers kulvert ikke hinder. ",0,8.700453325497566,58.440866293146655,8.700606463702616,58.441041179002085
189,Gjerstad ,Gjerstad,"Storelva (Lundvatnet - Gjerstadvatnet), bekkefelt",018.2E4,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Veldig gjengrodd bekk, men stillestående vann. Men kulvert ser grei ut. ",0,9.033576309562845,58.89101134417822,9.033907133629922,58.89098713541475
190,Frikstadkrysset,Kristiansand,Sukkevatnet bekkefelt,020.424Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,gjengrodd og grumsete,0,8.113736407119504,58.143250105819256,8.114262775014613,58.143089906287486
191,Søm ,Kristiansand,Sukkevatnet bekkefelt,020.424Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,"Tør noe igjengrod bekk, bør renskes. oppstrøms og nedstrøms må byttes omm. ",0,8.111807069536573,58.144290223655254,8.110869461028932,58.144245418026
192,Holtsveien / Langangsveien (sidebekk Strengelva),Tvedestrand,Strengselva,018.C2Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,0.0,Tror dette er utløp. Ser ut til å være blokkert eller rast over.,0,8.870250841150197,58.59936392016403,8.870571134874748,58.59902435770383
193,Mandal Skjævesland 3976 (Trebekken),Lindesnes,Høyeåna - Høyevatnet til Øyslebø bekkefelt,022.AA12,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,9.0,"Veldig høy på oppsiden, vandringshinder, ikke nødvendigvis barriere. ",0,7.570964522501473,58.171618110729526,7.570968472683927,58.171745112413
194,Søm ,Kristiansand,Sukkevatnet bekkefelt,020.424Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Usikker på egnetheten av habitat oppstrøms. Jord som substrat i bekk, ikke hinder ",0,8.10087655295413,58.15027203459614,8.101795537330242,58.150543352172036
195,Mandal 1,Lindesnes,,022.A21,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,Ikke vandringshinder. Men er bru ,bru,7.473339807296744,58.03380730738967,7.47327897269264,58.033938391327375
196,Birkenes ,Birkenes,Tovdalselva Herefossfjorden - Flakksvatn bekkefelt,020.B2Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,Fisk bør kunne hoppe opp ved grei vannføring. Ser en Aure på 15cm nedstrøms. ,0,8.263275779376572,58.34555853582882,8.263817476811678,58.34538766382263
197,Viblemo nord,Lyngdal,Audna - Helle til Tryland bekkefelt,023.B110,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,14.0,Mangler sikring og er kommentert underdimensjonert av en nabo,0,7.350874103732731,58.25979642174855,7.353258119041271,58.267729051170484
198,Arendal ,Arendal,Nidelva Furre - Rygene kraftverk bekkefelt,019.B1,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Grei bekk nedstrøms, kulvert ikke hinder ",0,8.649693740710005,58.44139982124821,8.649367147823032,58.44132292717417
199,Mandal ,Lindesnes,Mandalselva - Øyslebø til Mandal,022.A6,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,17.0,Fin gammel steinkulvert. Ikke vandringshinder. ,0,7.517644636178003,58.07362643860687,7.517940028418348,58.07359290049077
200,Dåletjønna,Lindesnes,Elv fra Skadbergvatnet,022.4A,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,6.0,Langt strekke,0,7.439926995526945,58.06266452694089,7.444381034336732,58.05884722376211
201,Mandal ,Lindesnes,Buøysund indre bekkfelt,022.322,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,14.0,"Grei gammel kulvert. Lite vann, men ikke hinder. Gjengrodd bekk nedstrøms. ",0,7.557821705165201,58.00987919592345,7.557858889574516,58.01007776173247
202,Høvåg ,Lillesand,"Bliksfjorden - Røynevardsfjorden, bekkefelt",020.32,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,5.0,"Fin kulvert, bekk kunne hatt noe gytegrus",0,8.236123681939894,58.140034868975086,8.235993829069614,58.14005327726394
203,Lølandsveien,Lindesnes,Audna - Tryland til Spilling bekkefelt,023.A22,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,Stillestående vann,0,7.3396379119183655,58.196569670589255,7.3431247355146745,58.198890661904386
204,Lillesand ,Lillesand,"Tingsakerfjorden, bekkefelt",020.2210,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,100.0,"Hvis kulvert går som på kartet, er utløpet gravd ned and kvist og kvast. Ser åpning lenger nede fra kulvert inder sykkelsti. Bør utbedres hvis dette stemmer. Sannsynligvis vandringshinder ",0,8.359992588713274,58.24019868473823,8.35842986944833,58.2407365651964
205,Lillesand ,Lillesand,"Blindleia - Nesefjorden, bekkefelt",020.2220,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,50.0,"Kulvert ligger helt under vann, ser ikke utløp. Mulig vanskelig å vandre gjennom. Vann renner gjennom. Mulig hinder ",bru,8.309869137384483,58.220752405451805,8.309872447142297,58.22076606703975
206,Mandal ,,Mannefjorden bekkefelt,022.322,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,14.0,"Gjenfinnes ikke oppstrøms. Mer grøft en bekk, usikker på om denne er hinder. ",0,7.51214968240048,58.01628815660423,7.5117011035856684,58.01613047267264
207,Mandal ,Kristiansand,Mandalselva - Laudal til Øyslebø bekkefelt,022.B1Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,Kulvert sannsynligvis grei. Fint habitat nedstrøms ,0,7.5898253256968555,58.309167243511546,7.590028933907759,58.309168275340625
208,Rekebekken,Lyngdal,Øydnavatnet Øvre bekkefelt,023.E1A,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,6.0,"Hinder, ikke barriere. Det er ikke helt ideelt. Bekken renner rett over i ny kulvert, ca 3,5 meter mellom utløp av første kulvert til innløp av neste.",0,7.406013682484901,58.41843238830794,7.362855233177656,58.3743942944741
209,Mandal 3,Lindesnes,,022.A21,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,"Ikke hinder. Kan samle seg slam, og er mye vegetasjon oppstrøms. Savner en litt tydeligere bekk oppstrøms. Med mer kantvegetasjon og tydeligere bekk. Mye landbruksavrenning. ",0,7.483458490006153,58.03846722894089,7.483577284369611,58.03849593552202
210,Mosvatnet,Lyngdal,Audna - Helle til Tryland bekkefelt,023.B110,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,0,0,7.390124493619871,58.27786350807201,7.390005918761208,58.27782941455967
211,Kristiansand ,Kristiansand,Trondstadvatnet bekkefelt,022.2B0,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Grei kulvert, noe bratt bekk oppstrøms. Ser fisk på begge sider av kulvert.",0,7.743275938980388,58.139272309226484,7.742879089099091,58.13929199605122
212,Søgne ,Kristiansand,Hundsøyfjorden bekkefelt,022.221,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,15.0,"Ikke hinder nødvendigvis, men veldig gjengrodd bekk, stillestående vann ",0,7.742538068438953,58.075208936344694,7.742675956392685,58.07541075069086
213,Listadveien,Lyngdal,Audna - Helle til Tryland bekkefelt,023.B110,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,0,0,7.3499789977595285,58.24696208690157,7.3393754778008,58.19659092538951
214,Mandal Daleveien Hovmoen,Lindesnes,,022.A410,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,60.0,"Ser ikke utløp, vandring blir begrenset av lengde sannsynligvis ",bekkelukking,7.518051925248216,58.090263894318056,7.516627624587945,58.08989402813384
215,Aklandsveien (sidebekk Ekjsø),Vegårshei,"Ekksjø, bekkeløp",018.3Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,15.0,"Gitter oppstrøms, som kan fange kvist. Noe høyt opp mot kulvert ved lav vannstand. Rett ut i innsjø nedstrøms. ",0,8.980299816541553,58.75080850711761,8.979933449359116,58.75055422560581
216,Grimstad ,Grimstad,Storåna (Rjukanfossen - Vrålstadvatnet),019.AZ,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,8.0,"Kulvert nesten gravd ned, og helt under vann. Vil kunne være tungvind å vandre gjennom, sannsynlig hinder.",0,8.425017056533424,58.403349929022355,8.425117218876196,58.403560469040116
217,Bjørkenes,Lindesnes,Mandalselva - Øyslebø til Mandal bekkefelt,022.A3Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,6.0,0,0,7.516876102314973,58.127250642732015,7.51282704280584,58.13370629819425
218,Brelandsveien (bekk renner ned til Nedre Smørtjenn),Lindesnes,Høyevatnet bekkefelt,022.ABZ,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,8.0,"Vandringshinder for ål, ligger en flat stein foran utløp til kulvert. Og rør stikker ut av vegg ",0,7.639312154279591,58.20803760431459,7.639093822725412,58.207976152161834
219,Froland ,Froland,Solheimsvannet - Hurvjeevja bekkefelt,019.B31,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,8.0,"Usikker på om denne er hinder da den ligger dypt, og er vanskelig å se. Men mulig ok. Bekk er kalket nedstrøms ",0,8.685491652293852,58.514351551469026,8.685620493180808,58.51459509195349
220,Høvåg ,Lillesand,Isefjærfjorden bekkefelt,020.41,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,Kulvert helt grei. Tør bekk nedstrøms. Vandring mulig ved høyere vannstand. ,0,8.234934955059794,58.18525243080428,8.235186654858495,58.185340104795564
221,Nøding,Lindesnes,Mandalselva - Øyslebø til Mandal bekkefelt,022.A3Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,10.0,Renner ut i annen bekk,0,7.546672226763155,58.10008705572643,7.553828256481834,58.14861255298232
222,Grimstad ,Grimstad,Nidelva Furre - Rygene kraftverk bekkefelt,019.B1,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,16.0,Kulvert ser ok ut. Men bekk svært tør og redusert. Nesten vanskelig å se bekk. ,0,8.598056174273784,58.40784410971806,8.597872169896917,58.407721356109306
223,Høvåg ,Lillesand,"Vallesværelva, bekkefelt",020.223Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,5.0,"Kulvert sannsynligvis grei, veldig tør. Men usikker på stigning på bekk lengre nede. ",0,8.254976240765174,58.22823019558021,8.254716587307355,58.22832811255564
224,Tvedestrand ,Tvedestrand,Langangselva bekkefelt,018.7AZ,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Denne ser fin ut, er støpt. Ser fisk nedstrøms, og det er noe vannføring. ",0,8.906068634891309,58.55804174994046,8.906174968205628,58.55787337490152
225,Messelveien (sidebekk Nidelva),Froland,,019.B31,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,0.0,"Veldig bratt opp til åpning, og kulvert er nok bratt også. Plus naturlig hinder oppstrøms. ",0,8.62760161463895,58.48523524026446,8.628067343331464,58.48542966513976
226,Mot søgne,Kristiansand,,022.110,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,"Ikke hinder, men noe avstand fra kulp til stikkrenne. Vandring bør være ok. Litt mye vegetasjon foran stikkrenne. ","partiell, ubetydelig bekk",7.929134295473486,58.10047938286904,7.928682204568286,58.10044983962129
227,Gjerstad ,Gjerstad,"Storelva (Lundvatnet - Gjerstadvatnet), bekkefelt",018.2E4,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Ikke hinder, ved riktig vannføring. Bekk helt tør. Kulverter ok.",0,9.016691312529248,58.90102546965707,9.016587561952313,58.901213594510054
228,Normannvikveien (bekk Dypvågkilen),,,018.52,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,20.0,"Kulvert lander på en sandstrand, mulig denne kan vandres ved veldig mye høyere vann, men tenker det er usannsynlig ",0,9.063032355044758,58.629398827687794,9.063251540652795,58.62956810494591
229,Ramsdalen,Lillesand,,020.421,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,"Ikke egnet habitat for ferskvannsfisk, noe rumpetroll nedstrøms. Ikke relevandt ",0,8.236655038236279,58.15314083354057,8.236730182760768,58.15280543003027
230,Søgne ,Kristiansand,Høllefjorden bekkefelt,022.21,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Fin kulvert, ikke vandringshinder. Grei vannføring ",0,7.787432684489318,58.079723501760085,7.787920338826621,58.0798550871876
231,Styggedalen,Lindesnes,Audna - Tryland til Spilling bekkefelt,023.A22,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,Stillestående vann gjennom kulvert ,0,7.343058526147382,58.198747837215755,7.346900779516384,58.193660759601414
232,Tvedestrand ,Tvedestrand,Storelva Ubergsvann - Songevann bekkefelt,018.C12,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,12.0,"Vann renner ikke gjennom kulvert, men på siden. Kulvert er derfor hinder. Noe blokkering av kvist og stein nedstrøms. ",0,8.869747575511184,58.64275055752179,8.870160292804611,58.642687055652814
233,Søm,Kristiansand,Eftevågbekken,020.423Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Noe igjengrodd bekk, men kulvert er grei, fin gammel steinkulvert. ",0,8.160035432206536,58.140618721575336,8.160239285667718,58.140603734037136
234,Arendal ,Arendal,Molandsvann bekkefelt,018.7B,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,"Selve kulvert er nok ikke hinder. Men er veldig bratt opp mot kulvert, uten veldig tydelig bekkeløp. ",0,8.8062940087741,58.54370235272559,8.805791751366172,58.54370737842513
235,Ålefjær,Vennesla,Venneslafjorden bekkefelt,021.A4Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,Ikke vandringshinder hvis fisken kommer hit ,0,7.989431288387861,58.25699647951102,7.989542655373178,58.256944301504554
236,Utløp Bjødneråsen,Lindesnes,Audna - Spilling til Melhusfossen bekkefelt,023.A121Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,6.0,Blir litt dypere i kulpen,0,7.438250296197044,58.152266953672004,7.438281167016742,58.152184837842086
237,Mollandsveien (bekk leder mot Morvigfjorden),Grimstad,"Morvigbekken, bekkefelt",019.218Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,20.0,"Fisk nedstrøms. Kulvert er fulstending blokkert for vandring oppstrøms av kvist, og delvis nedstrøms av stein, sand og kvist. Denne bør ryddes, nåværende hinder ",0,8.551275757123824,58.318878612966586,8.551130294129795,58.319263257148364
238,Grimstad ,Grimstad,"Morvigbekken, bekkefelt",019.218Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,20.0,"Ikke hinder, kulvert sannsynligvis ok. Fin bekk nedstrøms. Ser fisk. Kommer inn en liten stikkrenne ved utløp, vet ikke hvor denne kommer fra ",0,8.55351947652032,58.319970798192074,8.554021924047735,58.31985488977132
239,Grimstad ,Grimstad,Allemannsbekken,019.212Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,14.0,Ikke vandringshinder. Men veldig stillestående vann. Noe fisk lengre nedstrøms. ,0,8.678479028972605,58.38635087109407,8.678304503833353,58.38631447076093
240,Grimstad ,Grimstad,"Vikkilen, bekkefelt",019.2161Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,9.0,Denne ser ok ut. En del stillestående vann nedstrøms. Men grei bekk. ,0,8.59284111135731,58.36990815154954,8.592678890137432,58.36989119934285
241,Riseveien / Jernbaneveien (bekk del av Riseevja som renner ut i Nidelva),Arendal,Messelbekken,019.B1,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,18.0,Demning blokkerer foran kulverter. Selve kulvert sannsynligvis ok. ,0,8.629023127613484,58.46609340299915,8.629155316720421,58.465939177972984
242,Skottevigveien (bekk renner ut i Bjåviga),Lillesand,,020.421,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,12.0,Kulvert igjengrodd og fylt igjen med jord/slam nedstrøms. Bekkeløp er tørt og fult med kvist og jord. Bekk må graves ut for at denne skal kunne vandres og kulvert må graves ut og utbedres ,0,8.242769907294406,58.13186898062706,8.242532258941049,58.13189616876743
243,Birkenes ,Birkenes,,020.A6,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,12.0,Litt kvist og stein i fremkant av kulvert. Bør være fin. Men noe høyde opp. Usikker på normal vannføring her ,0,8.170255349121987,58.3096440622158,8.170051872761023,58.30974809265114
244,Vegårshei ,Vegårshei,Storelva - Hauglandselva bekkefelt,018.E,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Ikke hinder, men veldig bratt oppstrøms. ",0,8.828254703603386,58.743561986964735,8.82802232245783,58.74374028283411
245,Arendal ,Arendal,Molandsvann bekkefelt,018.7B,Ikke angitt,Ikke angitt,#999999,Ikke vurdert / mangler data,,,14.0,"Kulvert sannsynligvis fin, bekk er nok mest egnet som leder for vann fra jordbruk. Veldig igjengrodd og sølete stillestående vann. ",0,8.834467979416603,58.53257044769011,8.834538181728645,58.53239978531598
246,Tvedestrand ,Tvedestrand,Storelva Ubergsvann - Songevann bekkefelt,018.C12,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,30.0,"Usikker på hinder, da dette er en lang kulvert. Og mulig det er kummer langs vei som renner ned i denne. Ved dagens vannføring lekker vann ut mellom to betongelementer før bekk. Ser ikke fisk, en del rumpetroll. ",0,8.890287972039681,58.62556409156132,8.890637928338274,58.62516932543143
247,Grimstad ,Grimstad,"Vikkilen, bekkefelt",019.2161Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,20.0,"Potensielt vandringshinder. Terskel inni kulvert, der det lekker vann i tillegg, vil børe krevende og passere. Fin bekk nedstrøms. ",0,8.60440124710822,58.3690754260321,8.604193590668848,58.36922159813254
248,Songeveien ,Tvedestrand,,018.322,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,80.0,"Veldig høy stigning i noe uegnet bekk, med underdimensjoner plaststikrenne. Gjør denne til hinder og sannsynligvis barriere ",0,8.98956433051795,58.67681176600949,8.989109179422298,58.67714938169081
249,Risør ,Risør,Bekk fra Dukane,018.21,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,Kulverter ser ok ut. 3 betongkulverter der 2 er like store. Ikke mange meter ut i fjorden etter kulvert. ,0,9.079139664166139,58.76008073148538,9.07927415278275,58.76018216097207
250,Gjerstad,Gjerstad,"Gjerstadvatnet, bekkefelt",018.2D,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,16.0,Greie betongkulverter. Ikke hinder.,0,9.127453689593281,58.85557258414866,9.127586448068381,58.855644156290644
251,Indre vei (sidebekk storeelva),Gjerstad,"Storelva (Lundvatnet - Gjerstadvatnet), bekkefelt",018.2E4,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,12.0,"Det er mye kvist foran inngang, og der ligger et gammel sauegjerde foran. Vet ikke hvor mye fisk som kommer hit, men vil være hinder.",0,9.026871693931998,58.89447342777988,9.027190823702307,58.894557636828935
252,Gjerstad ,Gjerstad,"Solemelva, bekkefelt",018.2F,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,100.0,"Stillestående bekk, veldig mørt vannfarge. Kulvert ikke hinder. ",0,8.906967291949679,58.92611433922579,8.907093280237804,58.926257798525064
253,Gjerstad ,Gjerstad,"Solemelva, bekkefelt",018.2F,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,"Kulvert ikke hinder, helt tørt. Mulig bekk er for bratt til å vandres. Men må mye nedbør til før det skal kunne være aktuelt ",0,8.921547920935417,58.92300310038926,8.921660819755031,58.9230968919872
254,Søm,Kristiansand,,020.424Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,12.0,Rør ser ut til å være slammet igjen. Usikker på hvor egnet habitat på oversiden er uansett. Men ser fisk nedstrøms ,0,8.093615955901452,58.153992411085376,8.093762161308788,58.1541986511056
255,Gjerstad ,Vegårshei,"Ekksjø, bekkeløp",018.3Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,"Usikker på hinder, mulig denne kan vandres ved god vannføring. ",0,8.970944840754163,58.75255214990917,8.970636472452897,58.75258115153719
256,Søm,Kristiansand,,020.4240,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Ser ikke gjennom kulvert. Veldig stillestående vann. Sikkert ok, mulig hinder lengre nedstrøms. Mye vegetasjon i bekk.",0,8.119047925535723,58.11450579848257,8.119128232739936,58.11466783823933
257,Arendal ,Arendal,Nidelva Furre - Rygene kraftverk bekkefelt,019.B1,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,20.0,Renner omtrent ikke noe vann gjennom denne. Grei bekk nedstrøms. ,0,8.620781881706577,58.444955752915426,8.62120081651813,58.44508371118588
258,Grimstad ,Grimstad,"Kilandsvatnet, bekkefelt",019.AD,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Sannsynligvis grei ved normal vannstand, sannsynligvis ikke hinder ",0,8.393060909118288,58.411300376327546,8.392914859398681,58.41113166395687
259,Arendal,Arendal,Molandsvann bekkefelt,018.7B,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,40.0,"Sannsynligvis ikke hinder. Greit bekkeløp nedstrøms, men vanskelig å finne oppstrøms.",0,8.799950630321632,58.53159968996475,8.799194436618523,58.53181457378672
260,Gjerstad ,Gjerstad,"Sunda, bekkefelt",018.2C,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,22.0,"Ikke hinder, men vannkvalitet ser ikke bra ut, oljete skinnende vann. Og gjengrodd bekk, med lite vann. ",0,9.073793016664919,58.81522759380546,9.073363845954319,58.815024196305586
261,Søm ,Lillesand,,020.4231,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,25.0,"Usikker på vandring gjennom selve kulvert, er litt liten ",0,8.18276017073767,58.152931912870876,8.18182527095657,58.15295923595653
262,Søndeledveien (bekk renner mot Brøbøvann),Risør,,018.2A21,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,20.0,"Naturstein i bunn. Setter denne som hinder fordi denne sannsynligvis ikke er veldig fin oppstrøms. Plus noe høyde opp mot kulvert. Lite vann, men fin bekk nedstrøms",0,9.084887624399412,58.78362139760052,9.084433412673041,58.783685298722375
263,Mandal ,Lindesnes,Harkmarkfjorden bekkfelt,022.321,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,14.0,"Grei bekk nedstrøms, kulvert ikke hinder ",0,7.61716958636998,58.03402872765904,7.616962516813561,58.03404080633702
264,Tauleveien (bekk fra Holletjenn),Grimstad,,019.2161Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,20.0,"Kulvert tett innvendig. Hinder hvis fisk kommer hit, ellers bør dette utbedres uansett på grunn av potensialet for erosjon langs vei. ",0,8.59439102595579,58.37402582026712,8.594302477319358,58.37412755313311
265,Mandal ,Lindesnes,Mannefjorden bekkefelt,022.322,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,16.0,Sannsynligvis ikke hinder. Litt stillestående vann rett ved kulvert. Og steinkulvert går inn i rør lengre oppstrøms. ,0,7.528644316432391,58.014470773230485,7.528441247504931,58.01473243635975
266,Mandal ,Lindesnes,Jåbekken bekkfelt,022.32A,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Denne er sannsynligvis ikke vandringshinder. Men med tanke på erosjon oppstrøms, burde rør nummer to vært rensket. Noe grøftepreget bekkeløp. ",0,7.513181012353841,58.028994024541205,7.513269800330671,58.02892296131883
267,Mandal ,Kristiansand,Trondstadvatnet bekkefelt,022.2B0,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,20.0,"Tenker denne er grei å passere for fisk, ved litt høyere vannføring. Sannsynligvis hinder for ål, hvis det er ål her. ",0,7.730369770880405,58.15016273618322,7.729971642029142,58.14989653756902
